a	b	c	d	e	f	g	h	i	j
1655	26.42	1.27	18.62	13.91	2.63	26.79	1.44	1.16	5.38	1.69
1656	13.44	4	18.64	1.63	30.92	5.04	3.44	22.53	11.69	5.44
1657	1.63	4.69	11.36	12.65	19.74	3.97	21.29	13.36	1.57	7.59
1658	8.29	13.15	5.27	9.83	5.37	9.93	24.35	18.06	25.78	9.92
1659	6.84	32.54	2.63	3.88	2.86	1.21	7.19	2.06	7.44	7.68
1660	2.51	11.82	1.56	21.33	3.03	3.17	20.52	7.4	1.18	3.94
1661	3.2	8.08	1.84	15.29	15.04	2.21	5.59	4.97	9.92	1.47
1662	5.11	5.46	2.83	9.46	9.1	2.28	29.22	7.67	2.01	14.1
1663	29.2	27.29	18.74	1.26	32.51	5.75	10.93	25.61	4.51	5.81
1664	4.13	1.74	14.34	26.78	2.06	25.85	12.11	1.78	1.17	11.13
1665	16.8	2.62	2	20.08	5.1	1.32	4.3	12.65	16.24	15.89
1666	29.24	7.11	19.52	29.64	17.54	8.6	4.11	28.55	2.04	3.02
1667	2.77	10.31	25.62	4.07	1.52	20.63	2.74	2.44	15.04	1.56
1668	6.03	1.6	1.19	16.2	28.7	6.71	8.41	18.61	9.37	15.03
1669	8.09	18.35	8.04	10.44	0.88	3.02	1.41	30.2	6.87	27.68
1670	2.59	3.56	12.37	1.55	12.05	21.61	3.36	1.11	2.3	5.27
1671	18.96	3.93	20.87	28.2	10.44	4.16	6.19	1.77	1.34	2.91
1672	19.56	0.97	2.4	9.48	2.44	9.79	3.23	10.88	13.67	7.09
1673	30.63	19.48	33.89	5.37	6.46	1.87	2.89	2.82	7.71	16.79
1674	1.83	2.39	11.57	1.73	1.84	31.16	27.02	1.05	14.83	29.33
1675	7.99	2.04	28.1	6.54	10.63	6.68	6.76	25.94	3.32	6.36
1676	10.39	2.45	1.51	1.28	1.49	1.01	2.52	10.86	25.21	3.12
1677	1.48	10.38	14.91	26.74	6.9	22.5	4.41	8.05	4.72	2.01
1678	30.39	21.37	8.64	2.67	1.89	2.52	28.01	5.34	1.57	5.45
1679	1.46	9.1	2.06	4.38	5.8	4.52	6.34	10.05	1.41	16.08
1680	1.96	2.77	1.96	22.06	1.43	14.81	1.26	1.05	4.26	15.58
1681	32.88	26.74	1.61	5.75	5.1	2.3	29.92	2.51	3.01	1.84
1682	8.2	17.09	4.22	7.11	1.61	1.6	7.79	2.59	1.83	10.82
1683	0.97	17.68	1.28	4.56	2.33	9.92	4.95	3.73	1.19	10.54
1684	16.82	31.29	5.34	7.62	11.43	6.25	5.99	4.68	1.84	21.57
1685	29.13	20.29	25.39	7.8	24.14	11.41	1.76	14.72	10.23	7.65
1686	16.35	14.19	2.13	3.18	18.28	3.05	3.25	1.42	1.51	0.97
1687	4.14	1.02	10.17	2.71	3.45	4.76	2.27	17.79	30.58	2.73
1688	22.02	1.11	1.63	1.78	8.33	1.37	1.37	1.88	3.49	4.12
1689	2.38	9.26	24.86	5.72	15.4	20.17	6.3	2.61	8.82	5.58
1690	30.7	2.47	23.33	1.87	2.51	25.54	5.72	1.07	1.27	21.7
1691	8.18	2.83	12.85	25.35	3.24	7.84	1.42	2.32	3.16	12.82
1692	7.18	1.93	5.51	1.2	0.93	6.18	1.09	8.04	5.53	6.6
1693	18.33	4.18	1.6	1.94	1.88	3.75	3.25	4.64	17.36	1.14
1694	2.31	28.34	27.34	6.09	1.69	1.67	0.99	19.05	2.12	1.45
1695	7.89	5.61	1.15	6.34	1.17	2.11	1.89	9.05	31.28	11.49
1696	1.62	5.04	26.04	2.2	1.38	18.88	1.05	3.44	4.12	22.66
1697	0.83	1.05	1.85	1.15	10.6	28.85	12.76	3.62	15.1	1.9
1698	15.39	1.95	6.48	8.93	2.62	26.13	1.31	12.22	11.36	17.41
1699	8.02	3.2	3.6	1.53	7.58	2.97	28.78	25.71	5.2	12.51
1700	1.32	8.92	8.28	2.96	16.05	18.51	4.28	14.01	27.75	0.93
1701	9.24	1.8	19.82	9.07	6.45	23.7	3.11	1.65	18.5	2.75
1702	11.07	27.68	24.16	20.29	32.51	18.28	9.73	4.79	2.06	2.37
1703	15.49	4.23	2.94	8.9	22.62	1.25	12.16	1.23	13.76	5.2
1704	1.91	25.66	1.82	18.31	1.11	1.54	6.76	19.73	1.52	1.98
1705	1.83	15.2	20.28	2.95	10.89	5.37	1.07	7.85	1.71	13.83
1706	1.83	1.36	26.22	8.66	32.28	4.64	22.82	2.6	8.01	4.43
1707	1.09	2.41	4.53	16.18	3.64	3.6	8.17	1.62	5.69	1.38
1708	10.44	27.05	15.55	18.17	2.23	13.91	2.3	1.86	28.49	7.35
1709	4.07	11.36	2.89	2.81	2.71	1.59	1.76	6.72	20.21	26.1
1710	2.32	8.02	1.76	13.21	2.28	3.8	6.74	32.72	4.89	16.5
1711	2.07	2.91	1.01	3.39	8.86	6.48	19.2	7.39	30.88	1.96
1712	2.17	3.98	6.78	2.22	2	27.62	1	4.6	6.46	4.87
1713	1.67	28.61	24.55	20.74	19.61	7.05	2.42	1.47	16.55	2.16
1714	2.49	32.07	2.93	21.4	7.6	2.29	2.7	3.86	23.24	7.39
1715	1.61	3.35	2.05	2.82	16.52	5.21	6.07	9.31	17.55	19.11
1716	24.92	8.71	1.75	11.56	18.54	2.72	2	4.2	1.1	2.26
1717	2.55	1.07	15.66	1.33	3.94	32.93	1.45	1.77	24.44	6.41
1718	1.59	24.75	1.61	1.6	27.43	8.81	1.29	17.37	4.35	5.88
1719	4.03	13.37	25.7	8.18	1.87	5.11	2.04	1.95	4	8.32
1720	6.13	1.79	28.4	13.7	26.36	1.86	8.24	1.99	25.68	5.59
1721	16.52	15.39	12.54	21.29	3.1	15.91	2.33	1.72	24.71	1.24
1722	2.67	1.5	4	3.27	2.77	1.16	1.04	4.12	1.33	17.24
1723	18.36	3.12	9.84	29.1	7.55	2.91	2	1.46	6.82	25.34
1724	32.49	1.2	24.68	12.5	16.83	1	27.82	9.29	3.67	1.45
1725	1.99	15.94	4.13	1.81	8.49	12.45	7.52	20.12	12.86	5.76
1726	5.55	2.54	10.4	1.77	6.82	20.3	8.96	13.28	1.11	18.83
1727	3.63	24.69	2.14	12.47	17.58	6.96	22.43	3.54	2.08	21.8
1728	27.37	23.99	7.28	6.07	3.94	8.24	1.59	11.63	6.3	8.21
1729	9.29	1.77	12.69	1.68	2.74	13.11	19.93	1.27	5.14	9.23
1730	13.46	18.93	1.93	1.11	2.17	11.42	2.4	1.12	25.14	11.34
1731	23.65	27.99	1.91	3.67	6.13	2.5	2.42	10.7	12.3	14.58
1732	1.59	2.83	7.15	5.14	8.54	20.88	25.65	3.8	2.57	3.69
1733	4.71	3.14	16.56	15.65	15.57	3.23	25.3	5.1	27.15	20.65
1734	11.67	5.88	4.92	27.47	3.09	31.59	4.25	11.44	3.42	21.59
1735	1.16	1.6	18.38	2.08	14	11.43	14.3	27.21	2.32	5.36
1736	14.05	33.18	13.03	2.85	9.27	6.06	22.36	3.42	5.35	10.97
1737	8.31	5.68	2.01	2.24	3.38	3.14	9.56	1.87	15.92	4.36
1738	5.37	15.81	24.73	1.9	2.58	2.52	20.29	2.58	1.95	1.17
1739	4.75	1.31	22.29	13.23	3.52	28.96	1.56	27.61	10.62	14.07
1740	1.07	1.12	1.46	3.45	30.02	7.36	6.2	18.66	4.04	1.95
1741	25.52	3.06	5.81	6.82	1.62	2.22	18.26	14.24	1.29	11.97
1742	30.44	7.43	10.65	2.01	27.24	2.06	6.67	4.94	11.8	9.65
1743	9.14	18.5	1.56	8.53	11	17.46	2.03	13.95	2.61	3.21
1744	4.31	3.76	2.99	8.82	1.34	6.97	2.49	1.65	7.09	24.35
1745	2.54	5.04	9.06	3.29	5.33	21.83	1.15	1.01	1.44	9.38
1746	1.53	3.58	4.81	22.09	3.1	28.35	2.72	1.07	22.46	13.38
1747	2.84	8.97	12.04	1.32	13.31	1.45	16.33	4.75	16.19	2.22
1748	21.24	0.88	10.79	2.34	10.63	1.87	3.27	1.1	2.92	21.52
1749	2.76	3.16	1.45	1.63	16.73	1.83	2.15	5.88	3.04	7.42
1750	4.99	5.87	1.6	2.5	5.14	12.62	7.26	3.74	1.72	11.41
1751	7.46	5.7	19.73	8.15	2.51	7.02	13.53	26.18	1.44	3.96
1752	7.06	1.95	6.84	1.6	11.83	2.86	6.03	2.79	5.72	1.17
1753	7.46	9.14	9.44	31.28	15.29	1.35	28.53	5.51	3.65	5.78
1754	1.96	30.14	24.58	3.01	8.7	20.5	2.18	30.74	2.93	9.25
1755	15.39	3.63	3.44	6.89	20.82	23.97	1.5	6.82	12.02	2.98
1756	1.5	8.01	1.12	10.84	10.12	13.38	4.11	5.3	6.11	14.24
1757	6.61	2.48	4.42	1.21	1.12	1.95	3.1	3.63	11.24	5.18
1758	5.37	4.91	4.75	18.2	6.74	15.67	2.8	15.16	16.19	1.65
1759	3.02	10.33	1.27	25.89	5.02	4.75	6.95	4.17	7.5	1.24
1760	13.75	3.32	2.97	9.81	13.99	11.22	25.08	1.65	16.01	15.55
1761	1.85	12.81	11.94	1.43	8.95	2.32	1.13	3.52	14.42	22.19
1762	5.07	2.87	21.09	1.58	28.66	6.24	30.52	2.45	1.08	28.47
1763	13.74	28.91	15.59	4.73	4.02	16.31	5.8	1.15	4.67	7.47
1764	6.31	6.18	1.72	16.25	5.07	16.34	2.16	14.9	0.98	8.06
1765	5.41	13.51	10.49	5.47	8.88	10.9	5.83	10.67	1.54	8.25
1766	6.99	12.82	18.14	2.95	12.49	1.67	1.6	11.24	12.34	4.36
1767	6.61	6.95	1.26	3.09	8.79	1.79	1.95	10.09	5.58	19.44
1768	8.52	4.76	6.28	19.12	0.92	26.34	3.95	2.62	1.43	2.62
1769	20.93	1.4	12.1	6.55	2.11	1.31	5.68	9.06	5.07	3.83
1770	4.76	6.06	23.06	20.88	3.17	1.55	2.39	1.37	4.32	12.43
1771	27.24	10.78	5.95	19.15	1.56	1.53	2.67	9.48	3	5.7
1772	3.14	3.23	24.03	26.14	1.81	1.98	8.01	2.04	4.76	3.55
1773	1.63	2.7	5.65	1.22	1.29	10.52	1.24	25.01	1.21	2.16
1774	2.1	10.12	4.53	13.79	5.24	6.08	1.89	19.88	30.15	28.68
1775	22.74	11.68	15.74	6.39	13.58	15.83	4.85	2.54	1.88	30.83
1776	1.32	2.74	15.02	3.6	18.68	22.86	14.26	8.74	4.67	3.98
1777	1.84	33.21	6.15	3.5	29.89	7.86	3.84	3.13	5.17	15.34
1778	1.44	5.13	27.59	1.19	28.55	4.67	21.52	31.95	9.47	14.07
1779	9.08	2.05	2.4	1.73	4.86	1.82	4.53	1.78	4.3	18.14
1780	1.8	9.58	27.07	10.14	11.1	1.6	3.15	0.98	16.43	6.74
1781	7.18	5.5	5.74	23.47	2.81	6.12	11.92	12.77	1.35	1.45
1782	2.45	1.95	19.59	1.22	24.83	8.26	8.12	12.87	1.13	1.19
1783	3.6	6.34	2.82	21.04	1.91	17.07	0.99	15.32	20.83	1.3
1784	3.29	7.69	1.3	9.12	3.67	4.82	20.15	11.79	1.24	5.81
1785	23.98	1.66	27.1	1.55	19.2	1.24	1.16	2.69	2.88	3.99
1786	1.58	10.57	21.86	2.51	3.57	6.38	4.22	2.04	4.56	0.94
1787	2.04	2.16	7.54	11.98	1.67	1.64	4.53	2.36	9.36	7.51
1788	2.14	12.27	4.53	1.8	9.93	2.03	1.96	1.4	3.34	4.02
1789	13.82	9.38	22.5	4.91	22.75	1.81	1.91	27.63	8.2	2.35
1790	26.43	2.44	13.6	5.91	4.87	3	2.85	2.01	23.03	19.6
1791	5.16	3.34	24.54	1.38	1.71	18.07	1.89	16.61	15.44	30
1792	10.24	7.02	8.99	9.76	1.6	15.06	3.82	3.5	4.52	17.09
1793	2.05	9.65	11.31	1.2	2.12	1.13	1.28	2.26	14.76	5.43
1794	6.83	3.43	3.65	6.99	26.95	8.9	3.96	20.38	2.3	9.15
1795	22.14	14.64	2.09	17.7	1.24	3.15	5.18	1.97	1.49	2.28
1796	5.25	3.7	16.36	1.57	11.91	3.97	3.17	4.73	4.46	11.03
1797	0.98	9.42	11.14	1.07	2.8	7.64	25.33	18.97	1.55	3.43
1798	1.77	1.53	1.21	1.05	1.5	18.05	28.25	5.17	3.86	1.11
1799	2.73	4.47	3.45	8.16	15.64	28.92	1.22	2.46	1.75	29.12
1800	2.53	13.19	12.84	1	9.26	1.64	21.01	10.42	17.44	1.68
1801	1.31	6.76	30.73	2.23	15.09	26.85	1.53	14.68	2.3	12.05
1802	3.07	1.89	14.13	5.89	1.1	8.85	14.51	1.35	2.25	6.09
1803	8.58	20.32	1.69	16.66	1.43	1.23	4.92	3.14	5.8	19.05
1804	8.19	1.67	1.86	27.05	4.86	3.01	26.38	8.02	2.36	4.08
1805	9.3	5.2	4.69	8.68	9.18	0.9	1.53	1.35	7.19	15.77
1806	4.43	1.17	3.99	8.1	14.76	5.22	5.57	7.97	17.79	14.88
1807	1.96	4.63	6.87	5.79	2.91	21.74	6.01	17.4	2.58	22.72
1808	25.67	2.07	2.95	1.41	2.27	1.51	9.71	3.8	7.35	8.62
1809	12.76	5	11.16	1.54	7.54	1.59	1.63	4.2	17.4	11.75
1810	3.71	5.12	22.87	1.98	12.43	1.04	28.6	3.07	2.38	6.77
1811	1.42	8.48	1.94	10.93	5.88	1.25	28.37	29.53	1.91	4.87
1812	2.41	7.1	3.44	6.24	8.74	4.74	10.2	1.52	13.02	9.07
1813	13.5	12.59	6.35	2.82	24.36	2.73	4.54	1.88	4	3.01
1814	1.13	1.65	11.68	2.97	27.05	8.42	3.79	18	2.1	3.31
1815	8.74	6.19	5.36	3.85	14.28	6.07	2.96	16.63	6.82	7.39
1816	1.52	10.79	16.08	17.29	1.24	1.33	1.08	3.27	11.94	0.87
1817	14.95	1.86	4.76	1.14	11.37	6.31	1.37	11.26	31.78	6.86
1818	32.07	6.54	1.68	19.93	2.69	29.3	1.3	18.33	2.15	1.27
1819	1.93	2.74	1.32	11.05	25.87	30.33	1.46	13.59	3.29	13.61
1820	8.64	2.81	18.75	6.94	12.11	18.11	2.76	1.73	6.26	1.89
1821	6.36	30.7	3.92	3.12	3.59	9.03	1.51	13.14	1.27	6.35
1822	14.48	6.14	25.8	12.1	14	8.13	4.57	3.34	0.91	29.76
1823	3.46	7.71	9.23	21.2	1.37	3.41	9.18	4.62	26.6	2.11
1824	7.53	23.53	16.83	27.32	13.62	6.12	6.48	15.08	26.64	5.52
1825	1.17	21.79	3.38	17.62	27.19	23.05	11.25	20.39	1.22	3.33
1826	5.94	10.19	7.81	13.7	19.78	31.04	13.86	1.2	2.43	9.9
1827	7.1	19.69	1.22	16.06	1.12	3.21	1.71	5.56	1.65	8.86
1828	5.15	16.29	22.06	13.58	11.34	2.9	26.26	3.61	1.14	4.06
1829	27.59	17.4	3.03	7.15	8.98	1.5	21.8	1.11	15.02	3.89
1830	11.79	1.61	12.94	10.04	3.67	10.49	23.77	1.8	6.02	6.64
1831	2.48	32.85	7.41	4.75	17.06	8.84	4.75	1.92	21.78	17.98
1832	22.87	3.99	24.28	7.08	8.86	6.85	4.56	2.04	3.61	1.15
1833	4.34	4.46	1.2	11.45	1.6	7.51	1.12	5.08	5.13	22.17
1834	19.59	1.52	2.18	13.41	19.47	26.4	23.61	1.77	6.6	1.61
1835	13.18	18.61	24.42	16.65	5.83	2.86	16.09	15.27	1.3	4.64
1836	4.59	18.65	25.27	20.18	25.68	29.51	15.56	10.84	3.66	6.22
1837	5.58	10.08	30.58	32.31	22.04	13.66	5.3	2.97	1.33	3.62
1838	6.82	19.09	30.54	27.05	2.72	20.12	22.22	32.93	32.71	11.08
1839	26.51	2.17	1.6	6.55	2.66	8.31	24.87	26.94	2.62	1.38
1840	1.42	2.73	17.75	4.93	2.97	5.21	18.13	4.89	1.19	5.48
1841	14.77	12.11	14.97	9.16	2.74	20.6	4.59	2.82	2.46	12.43
1842	23.17	1.35	4.56	23.99	20.59	1.62	17.87	3.2	8.07	1.82
1843	30.33	18.59	16.82	1.73	5.38	1.66	11.31	4.39	9.18	13.94
1844	23.91	4.48	12.61	5.28	1.34	16.75	2.44	2.45	1.18	9.8
1845	8.49	6.99	3.5	5.28	3.59	10.98	2.49	4.69	1.5	23.82
1846	1.44	6.59	2.33	21.68	4.79	2.5	1.92	16.44	8.63	10.81
1847	1.93	5.94	5.5	1.47	8.41	20.02	15.52	1.17	1.56	1.4
1848	5.99	29.47	7.83	3.32	3.22	3.58	10.11	3.93	5.38	1.41
1849	8.58	10.05	16.36	5.39	14.12	8.17	8.17	11.19	1.46	24.03
1850	1.63	24.31	11.39	19.97	1.76	11.71	2.2	2.11	1.24	1.8
1851	1.91	1.44	4.55	5.86	1.27	5.04	5.52	12.17	5.67	4.71
1852	1.21	18.11	4.76	3.1	14.24	19.94	5.81	13.97	1.35	31.29
1853	1.74	4.26	1.29	3.7	2.17	7.51	20.16	2.23	16.94	25.06
1854	21.43	4.44	2.37	12.92	1.21	2.6	2.63	1.24	3.24	30.02
1855	4.08	8.7	12.72	1.74	5.9	4.48	9.95	2.51	3.74	30.33
1856	21.04	13.19	9.09	5.06	4.32	1.91	1.93	26.53	1.42	3.46
1857	16.4	4.75	1.78	3.35	1.23	6.1	1.75	7.37	10.13	23.16
1858	34.38	11.22	12.64	1.49	3.83	10.08	9.44	24.35	22.82	1.5
1859	8.43	13.67	2.36	1.25	8.75	3.69	22.37	15.89	2.54	10.25
1860	12.13	1.2	1.14	1.5	6.25	1.14	2.2	2.74	2.86	4.87
1861	15.34	2.8	15	12.92	3.36	6.53	6.98	2.76	27.63	21.87
1862	1.04	1.85	6.39	1.18	2.33	1.84	4.82	7.08	15.27	23.94
1863	18.48	1.78	17.62	1.22	13.76	4.91	26.1	6.79	1.81	11.16
1864	10.67	3.15	17.07	24.08	27.06	20.16	14.72	1.58	3.5	5.24
1865	4.32	8.42	21.52	17.56	2.09	4.28	11.41	2.04	22.9	20.12
1866	2.33	18.56	3.14	3.5	2.23	6.44	13.55	2.64	3.86	15.72
1867	0.9	3.08	15.89	8.26	3.39	1.21	7.2	8.62	1.67	11.29
1868	3.8	1.13	14.35	7.38	15.42	1.75	13.33	3.83	3.57	2.02
1869	15.88	26.43	18.52	3.44	0.94	1.18	3.81	13.54	19.48	3.39
1870	6.83	3.05	2.17	1.44	25.79	7.84	28.53	29.8	5.22	28.51
1871	29.2	1.12	1.42	19.69	9.34	20.55	23.31	6.66	4.99	6.65
1872	6.54	1.99	3.45	17.64	32.42	14.12	1.63	8.9	2.2	2.3
1873	7.15	17.72	1.43	0.93	1.55	12.49	5.84	4.88	9.49	14.89
1874	14.56	4.57	13.61	5.62	23.02	26.48	16.57	30.63	1.47	16.7
1875	1.25	17.48	10.01	26.1	5.45	7.13	2.69	7.37	2.57	25.02
1876	2.29	25.48	3.95	20.74	17.57	2.21	1.19	22.88	8.16	1.72
1877	3.03	0.89	11.83	6.41	1.76	5.56	4.13	5.47	12.82	17.72
1878	2.13	1.34	1.08	25.66	9.46	9.43	12.85	2.58	19.08	1
1879	1.67	6.13	6.83	1.13	3.04	2.88	12.19	1.93	3.59	1.6
1880	8.84	12.71	3.33	7.39	17.77	4.9	13.73	2.23	27.41	11.32
1881	5.1	9.09	2.16	21.43	10.75	2.37	8.5	1.24	1.57	2.82
1882	14.2	28.13	26.18	16.46	5.92	4.43	1.64	3.29	7.24	3.61
1883	14.73	6.46	16.76	2.77	19.45	5.92	7.39	1.93	2.68	23.18
1884	3.58	4.27	29.58	12.62	8.48	10.8	10.74	3.91	24.68	4.2
1885	17.4	11.78	20.65	20.45	1.89	3.6	25.22	6.05	1.34	2.8
1886	1.75	1.74	1.16	10.07	2.15	23.9	13.24	3.86	24.6	18.47
1887	8.35	1.45	3.83	1.15	11.63	4.9	2.58	26.77	5.36	5.64
1888	1.65	6.24	6.26	6.88	1.9	7.52	11.94	10.92	4	2.43
1889	1.43	20.91	3.97	7.53	1.51	28.93	10.73	6.47	2.54	24.44
1890	1.89	1.19	16.5	1.68	4.3	1.38	1.25	9.15	28.7	2.56
1891	15.24	6.24	23.58	1.49	1.17	25.45	2.88	6.28	7.99	7.35
1892	4.51	12.58	6.71	15.87	1.96	10.7	12.8	24.78	2.08	3.93
1893	23.28	1.27	17.4	1.33	8.61	1.63	9.26	15.13	2.61	16.48
1894	1.63	22.24	8.44	3.63	6.79	4.59	8.12	5.97	1.68	10.53
1895	24.86	9.44	31.69	2.21	12.41	2.31	2	1.07	1.59	3.91
1896	13.32	1.92	20.81	1.09	3.31	13.54	1.72	25.62	4.8	2.69
1897	2.89	6.95	1.22	1.82	8.63	1.98	31.62	14.47	2.27	16.57
1898	0.82	2.66	3.97	1.82	25.99	21.13	2.17	15.69	22.11	8.07
1899	9.94	2.55	1.72	1.02	2.24	5.36	3.29	29.55	1.38	7.82
1900	5.3	10.67	20.44	2.32	15.43	2.05	12.15	1.19	1.11	1.18
1901	22.15	1.71	7.35	6.41	6.53	11.96	3.71	8.72	5.14	11.5
1902	1.09	16.75	8.73	10.84	3.22	1.93	1.51	3.77	4.69	19.14
1903	4.38	4	1.63	3.97	16.51	7.45	4.18	2.95	8.18	21.99
1904	21.39	1.7	22.64	26.5	27.82	18.22	5.92	4.53	12.42	15.36
1905	10.29	1.46	6.72	15.1	3.44	30.45	16.87	1.57	19.84	3.77
1906	2.27	1.12	2.8	8.57	1.01	7.04	1.6	1.43	1.32	1.37
1907	7.84	25.48	22.9	17.67	2.44	30.46	1.17	1.5	4.7	10.91
1908	24.84	6.5	15.6	5.93	1.39	1.36	1.98	19.76	4.56	28.91
1909	4.42	6.83	2.31	17.62	1.9	21.07	3.92	4.26	10.8	24.63
1910	2.52	4.42	2.12	1.54	5.39	6.22	22.25	13.41	2.25	11.76
1911	7.22	11.18	8.41	13.74	2.37	25.6	8.76	1.54	26.04	24.44
1912	3.77	11.12	19.41	12.59	14.67	15.17	15.54	11.41	10.7	2.84
1913	15	4.21	10.53	3.03	9.11	17.76	6.17	1.6	1.68	7.23
1914	1.34	4.55	6.16	22.47	3.11	4.13	29.92	1.23	2.57	1.68
1915	11.34	12.78	13.07	1.26	24.89	1.44	12.8	28.97	3.15	3.18
1916	0.83	21.28	1.11	20.38	2.05	14.36	1.68	10.34	22.42	15.4
1917	2.78	1.38	1.31	16.25	2.29	4.88	28.11	7.89	4.04	1.12
1918	24.5	8.11	1.68	14.72	3.36	9.14	3.53	2.66	1.07	1.6
1919	1.13	5.3	5.35	1.01	32.89	11.94	5.07	25.9	13.42	2.67
1920	1.1	7.24	9.56	3.23	4.31	9.76	4.64	1.47	8.84	4.31
1921	1.96	2.87	19.29	6.67	10.24	30.12	14.72	26.51	19.49	6.2
1922	34.76	3.28	17.69	25.14	2.03	11.47	19.67	4.05	3.62	2.23
1923	6.23	2.21	26.29	8.05	27.23	9.1	29.44	9.61	10.13	3.26
1924	10.7	2.79	15.37	21.16	2.34	1.56	4.25	3.27	1.55	3.04
1925	0.92	8.12	4.48	2.84	7.84	23.87	2.1	4.02	15.48	28.11
1926	3.23	15.41	9.2	1.86	10.19	6.83	31.15	7.85	1.09	20.25
1927	27.01	2.08	16.41	11.13	2.22	3.91	7.11	2.58	1.5	1.17
1928	15.3	1.92	8.6	7.51	1.18	26.22	13.55	15.21	1.73	0.95
1929	1.01	1.79	4.14	22.8	7.71	29	6.12	2.7	3.27	13.93
1930	19.18	34.81	2.68	7.18	3.94	16.19	5.39	27.44	13.43	9.74
1931	1.48	1.93	9.05	1.16	20.61	2.73	4.87	14.89	10.13	1.36
1932	4.21	15.83	9.18	22.48	1.38	19.6	1.09	1.6	24.78	4.97
1933	28.39	8.6	1.41	24.09	4.14	5.32	1.74	23.89	4.08	3.55
1934	8.02	1.84	12.22	3.74	19.13	11.36	1.98	21.49	30.57	1.65
1935	0.99	4.53	10.07	3.71	1.18	1.12	3.52	6.06	7.39	5.93
1936	26.07	3.89	3.77	5.87	7.02	1.37	5.77	15.18	19.5	2.18
1937	14.86	29.75	2.29	3.59	8.02	2.44	5.57	3.76	1.52	9.07
1938	1.46	14.35	2.03	1.15	3.8	1.27	24.58	4.14	10.96	5.89
1939	3.47	22.25	12.35	0.95	13.81	13.46	19.82	32.69	10.37	15.35
1940	5.41	15.23	0.94	21.89	6.53	28.66	1.53	27.44	6.21	3.44
1941	9.37	27.09	15	18.11	2.32	6.33	3.44	9.53	4.52	11.9
1942	16.14	9.98	2.06	2.07	2.77	9.94	15.59	31.61	15.15	10.74
1943	15.28	8.13	8.51	2.25	2.94	12.21	1.55	18.62	6.76	22.75
1944	1.45	11.78	1.57	17.19	1.23	28.86	1.59	1.38	2.09	13.23
1945	1.63	2.52	1.43	8.6	6.64	26.62	4.78	1.17	2.21	2.5
1946	1.22	16.52	1.96	5.94	18.1	5.04	4.62	1.99	2.26	15.92
1947	2.32	1.68	14.9	3.14	14.67	23.9	1.58	1.14	27.36	7.24
1948	21.73	2.36	1.26	1.48	16.51	1.1	7	14.68	1.69	22.07
1949	0.93	1.7	2.55	4.55	11.44	31.06	8.59	21.3	22.58	2.77
1950	1.99	6.15	8.33	16.67	3.17	2.89	27.17	15.31	1.76	12.25
1951	2.13	1.08	1.47	4.13	23.6	5.37	1.4	1.81	3.8	2.36
1952	1.72	1.13	4.66	1.25	28.8	28.47	1.19	6.35	8.68	4.33
1953	8.75	1.05	1.88	4.37	0.94	3.97	18.99	1.35	17.24	1.13
1954	4.44	1.47	1.58	9.34	1.51	1.25	14.97	1.71	6.21	9.14
1955	12.56	7.26	12.6	1.72	0.93	3.89	15.19	20.27	1.63	2.55
1956	2.81	3.44	2.51	1.75	4.66	9.55	18.01	12.21	6.99	0.88
1957	30.51	8.85	32.38	9.37	1.04	6.89	8.27	12.12	6.27	3.63
1958	2.9	2.83	3.89	29.57	3.5	5.3	3.33	24.71	21.84	1.32
1959	5.38	3.43	4.13	1.32	7.79	31.49	22.24	15.45	2.37	2.26
1960	1.34	1.63	22.64	4.49	15.56	14.27	7.36	24.12	6.41	4.98
1961	12.12	16.82	13.62	1.79	18.4	3.39	1.81	9.12	2.17	11.96
1962	1.78	21.79	1.39	3.15	3.23	1.53	4.71	4.72	1.32	13.96
1963	6.58	1.08	4.63	13.87	11.64	1.26	21.06	5.74	3.85	2.95
1964	15.55	2.54	9.42	3.02	10.05	2.03	9.59	5.27	2.9	2.56
1965	3.38	2.57	7.76	15.72	1.04	1.31	2.59	25.38	9.64	9.55
1966	9.84	15.04	1.5	29.37	6.54	6.45	5.52	6.07	3.38	2.6
1967	13.15	4.43	2.89	28.84	7.4	11.52	5.69	13.36	10.61	14.25
1968	2.46	18.64	4.52	24.57	13.6	5.05	1.76	1.56	20.13	9.39
1969	12.42	3.04	5.08	11.39	4.27	3.8	1.1	17.68	1.96	3.43
1970	32.19	2.19	16.25	7.72	3.92	1.28	9.22	2.3	1.52	5.05
1971	5.5	6.16	5.96	2.46	2.85	1.65	3.36	8.98	19.11	2.14
1972	24.11	12.67	2.14	1.04	2.16	27.5	3.86	2.11	30.08	7.04
1973	2.06	1.3	3.84	9.23	3.53	17.84	2.03	3.01	2.5	10.27
1974	2.35	2.15	2.75	18.8	6.73	2.38	3.3	15.2	1.89	1.36
1975	4.99	8.59	0.98	3.86	5.12	1.28	3.18	2.6	4.23	1.82
1976	5.34	2.09	1.78	2.62	9.64	28.82	2.02	1	1.07	11.87
1977	16.76	1.56	9.28	9.25	13.14	18.76	3.64	1.89	3.6	7.8
1978	0.95	1.27	3.28	5.8	7.9	20.06	7.12	6.65	5.72	4.58
1979	12.57	3.4	29.56	4.46	1.65	17.16	2.47	1.87	6.68	14.62
1980	16.94	1.46	10.83	8.6	2.83	1.36	12.28	12.48	13.22	6.58
