"A"	"B"	"A0"	"D"	"E"	"F"	"G"	"H"	"I"	"C"	"AA"	"AB"	"AC"
"BRK1"	209	130.5	227.571428571429	67.2142857142857	285.2	82.25	241.636363636364	73.6153846153846	127.875	132.142857142857	36.2	135.285714285714	227.666666666667
"ABCD2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKAP13"	10.4444444444444	51.8571428571429	0	18	119.8	31.875	0	4.53846153846154	9.0625	70.6428571428571	12.4	43	99
"AK1"	54.1111111111111	75.5714285714286	15.2857142857143	4.28571428571429	78	0	23.4545454545455	1.92307692307692	22.6875	14.6428571428571	0.2	0	47.3333333333333
"C14orf55"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADM2"	0	1.92857142857143	0	0	0	0	0	0	0	0	0	0	0
"AFTPH"	5.55555555555556	63.6428571428571	0	11	57.3	53.5	0	9.53846153846154	4.25	3.07142857142857	0	0	37.3333333333333
"AIFM2"	17.5555555555556	0	0	0	0	0	0	0	0	0	0	0	0
"AGL"	2.33333333333333	32.8571428571429	0	3	0	0	0	1	0	37.2142857142857	32.4	0	0
"ARL9"	0	2.42857142857143	0	0	0	0	0	0	0	0	0	0	0
"AGAP4"	0	0	0	1.07142857142857	2.7	0	0	0	0.0625	0	0	0	0
"BCR"	3.33333333333333	4.21428571428571	0	1.42857142857143	0	5.75	0.181818181818182	0	9.1875	0	0	0	3.33333333333333
"C15orf40"	3.11111111111111	5	0	10.4285714285714	21.5	0	0	9.46153846153846	6.75	0	4.2	0	63
"ADAMTS9-AS2"	0	0	0	0	0	0	1.45454545454545	0.153846153846154	0	0	0	0	0
"ATP2A3"	11.1111111111111	43	0	12	0	0	9.27272727272727	0	1.625	0	15.4	0	0
"ALDH3B2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKIRIN2-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AMELY"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf74"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AIMP2"	27.8888888888889	57.3571428571429	0	27.5714285714286	31.3	0	66.6363636363636	45.7692307692308	41.75	108.357142857143	9.6	0	0
"BMX"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADNP"	32.8888888888889	99.4285714285714	0.285714285714286	15.0714285714286	53.4	0	52.3636363636364	21.5384615384615	132.875	1.78571428571429	49.2	62	0
"ADRBK1"	0.888888888888889	0.357142857142857	8.28571428571429	0	0	0	0	0	0	0	0	0.142857142857143	0
"ADPGK"	29.6666666666667	19.6428571428571	2.71428571428571	5.85714285714286	0	0	0	27.1538461538462	1.75	0	0	2.14285714285714	0
"C17orf50"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf46"	0	16.2142857142857	0	30.7857142857143	0	0	0	43.6153846153846	51.875	33.5714285714286	0	11.4285714285714	46.6666666666667
"AURKA"	0	0	6	0	0	0	0	0	3.875	5.07142857142857	0	0	0
"ATG9A"	1.55555555555556	0	1.71428571428571	0	0	0	14.7272727272727	0	12.5625	0	0	94.8571428571429	25.6666666666667
"C11orf53"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARL16"	19.5555555555556	30.8571428571429	48.7142857142857	8.14285714285714	26.7	9.875	52.1818181818182	14.9230769230769	60	56.7857142857143	78.4	38.4285714285714	99.3333333333333
"AGSK1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP36"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARID4A"	65	11.7857142857143	0	14.2857142857143	0	0	37.5454545454545	30.7692307692308	51.5	2.71428571428571	6.6	36.7142857142857	0
"ATF4"	71.1111111111111	36.5	113.428571428571	69.8571428571429	74.6	181.625	3.27272727272727	75.9230769230769	49.8125	180.571428571429	16.8	47.4285714285714	74.3333333333333
"ALDOC"	0	1.28571428571429	0	4.35714285714286	0	0	0	0	0	0	137	0	0
"ACTR3C"	12.8888888888889	0	0	3.42857142857143	0	0	0	24.6923076923077	9.875	0	0	0	0
"ARMC3"	0.222222222222222	0	0	0	0	0	0	0.846153846153846	1.8125	0	0	0	0
"C12orf54"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BARD1"	0	0	0	0	20.9	0	31.1818181818182	0	2.6875	0	0	8.28571428571429	0
"AZIN1"	2.55555555555556	95.2857142857143	0	75.7857142857143	0	63.5	66.2727272727273	100.076923076923	16.875	0	70.2	0	0
"ARG2"	0	14.3571428571429	0	2.28571428571429	0	0	0	0	0	0	0	0	0.333333333333333
"ARHGAP30"	0	0	21.7142857142857	5.64285714285714	0	0	0	0	0	0	0	0	0
"ARRB2"	0	0.714285714285714	0	0	0	8.75	0	0	0	0	7.2	0	0
"C15orf38-AP3S2"	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0
"ASAP1-IT1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AMY1A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf166B"	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"ALAS2"	0	137.857142857143	0	0	0	0	0	0	0	0	0	0	0
"ACSF2"	0	0	0	0	0	0	0	8.61538461538461	71.5625	0	0	26	0
"AQP10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR3BP2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARID1B"	16.3333333333333	45.1428571428571	24.5714285714286	16.2142857142857	25	58.75	17.8181818181818	47.2307692307692	12.25	3.57142857142857	12.4	9.42857142857143	0
"ARC"	0	0.214285714285714	0	1.14285714285714	0	0	0	0	0	0	0	0	0
"BOLA3"	17.5555555555556	19.7857142857143	35.4285714285714	1.07142857142857	35.2	0.75	0	14.7692307692308	17.3125	20.7142857142857	26.4	19.8571428571429	20.6666666666667
"C11orf24"	0	30.0714285714286	0	0	0	0	3.36363636363636	0	6.4375	0.785714285714286	0	39.4285714285714	0
"ACAA1"	0	9.35714285714286	0.285714285714286	0.214285714285714	6.7	0	0.181818181818182	8.46153846153846	30.8125	0	6.4	34.1428571428571	152.333333333333
"ANKS1A"	8	0	0	0	0	0	0	19.0769230769231	15.5625	37.1428571428571	0	0	0
"ALDH8A1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf159"	0	0	0	16.1428571428571	0	0	23.6363636363636	2.38461538461538	3.1875	1.14285714285714	0	0	0
"ACAT1"	10.8888888888889	110.214285714286	32.1428571428571	14.0714285714286	168.2	40.625	99.1818181818182	0.615384615384615	32.4375	135.142857142857	169.4	91	17
"ADCK2"	8.11111111111111	0	0	0	0	0	0	0.461538461538462	0	5.78571428571429	0	0	0
"C11orf75"	4.55555555555556	0	13.5714285714286	3.64285714285714	0	0	0	0	6.0625	0	46.2	0	47.6666666666667
"AKR7A2"	11.2222222222222	157.714285714286	0	103.428571428571	120.7	0	63.4545454545455	126.615384615385	6.875	36.0714285714286	163	0	0.333333333333333
"BCL3"	5.11111111111111	0	0	0	0	0	0	0.461538461538462	1.3125	0	0	0	0
"ATP6V1B1"	0	0	0	8.07142857142857	0	0	0	0	0	0	0	0	0
"AGTPBP1"	9.33333333333333	13.6428571428571	0	0	0.3	0	0	0	7.875	0	5.2	0	0.333333333333333
"ALG1"	3.11111111111111	14.5714285714286	70.2857142857143	2.5	0	0	92.0909090909091	12.8461538461538	31.8125	33.5	0	5.85714285714286	0
"C14orf129"	9.66666666666667	75.5714285714286	34.2857142857143	3.57142857142857	0	22.5	81.0909090909091	10.3846153846154	4.3125	53.9285714285714	98.6	0	165.333333333333
"C10orf91"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf54"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BSPH1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf23"	45.8888888888889	3.85714285714286	0	7	0	0	1.54545454545455	58.9230769230769	4.75	0	0	0	0
"BLCAP"	35.6666666666667	83.0714285714286	148.142857142857	9.71428571428571	137.9	0	55.5454545454545	74.3076923076923	0	138.785714285714	40.6	6.14285714285714	178.333333333333
"ACSL6"	0	23.0714285714286	0	0	1.7	0	0	0	0	0	0	0	30
"C15orf2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP1"	8.55555555555556	54.0714285714286	42	20.2857142857143	64.5	25.75	71.7272727272727	18	16.375	37.4285714285714	62.4	0	75
"BATF"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AATK-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD26P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP5L"	351.555555555556	529.571428571429	258.857142857143	294.142857142857	266.5	65.125	232.636363636364	345.153846153846	375.125	220.214285714286	398.4	276.285714285714	344
"C11orf85"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP5-AS1"	0	0	0	0	0	0	0	4.76923076923077	0	0	0.2	0	0
"AKR1C4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATAD2"	0	0	0	9.21428571428571	23.3	9.875	0	0	25.6875	3.14285714285714	3	47.2857142857143	0
"BAIAP3"	0	36.1428571428571	0	0	0	0	0	0	0	0	53.4	0	28
"AQP7"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BBIP1"	15.6666666666667	20.2857142857143	0	0.142857142857143	11.7	30.75	0	0	15.6875	6.85714285714286	0	2.85714285714286	0
"AHSA2"	0	7.5	0	0.428571428571429	0	2.125	31.3636363636364	0	0.5625	37.2857142857143	0	0.285714285714286	18.6666666666667
"AGPAT6"	12.2222222222222	0.714285714285714	1.71428571428571	1.28571428571429	69.5	0	0	0	0.4375	0	15.6	31.5714285714286	0
"ARMCX3"	45.3333333333333	57.7857142857143	0	13.1428571428571	48.6	33.875	80.5454545454545	29	16.9375	11.4285714285714	80.4	0.142857142857143	0
"1/2-SBSRNA4"	0	0	0	1.35714285714286	0	0	0	0	0.1875	0	0	0	0
"ALKBH8"	17.1111111111111	0	0	1.85714285714286	0	70.75	0	1.92307692307692	0	29.7142857142857	0	0	0
"A1BG-AS1"	1.88888888888889	0	0	0	0	0	0	0	0.0625	0	0	0	0
"ARID3A"	0.111111111111111	0	0	0.928571428571429	0	29.75	0	7.53846153846154	8	7.5	0	0	0
"ARSF"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCKDHB"	0	0	62.7142857142857	3.64285714285714	0	0	35.0909090909091	20.8461538461538	27.3125	0	0	0	0
"ADAM1"	2.66666666666667	0	0	0	0	0	0	13.9230769230769	0	0	0	3	0
"A4GNT"	0	0	0	0	0	0	0	0.0769230769230769	16.0625	0	0	0	0
"AK7"	0	0	0	1.78571428571429	0	0	0	0	0.9375	0	0	0	0
"ABCA12"	0	0	0	0	0	0	0	2	0	0	0	0	0
"ATAD5"	0	3.21428571428571	0	6.57142857142857	47.9	0	26.3636363636364	0.461538461538462	1.3125	0	0	0	0
"ANKRD13C"	0.222222222222222	0.714285714285714	0	0	37.8	0	17.0909090909091	0.0769230769230769	23.8125	13.1428571428571	0	0	66
"ANKRD27"	28.3333333333333	0	8.28571428571429	28.6428571428571	0	0	0	3.92307692307692	0	0.285714285714286	0	0	0
"ATP6V1F"	50.2222222222222	147.142857142857	0	74.5	89.4	9.125	44.9090909090909	115.538461538462	84.25	37.7142857142857	116.2	49.2857142857143	134
"ATP13A4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRAT1"	4.33333333333333	4.64285714285714	48	0.0714285714285714	0	0	0	5.38461538461539	5.8125	0	0	0	0
"ATXN7L3B"	59.1111111111111	207.428571428571	161.571428571429	87	45	0	2.90909090909091	34.9230769230769	31	23.7857142857143	55	0	85.6666666666667
"ARFIP1"	10.4444444444444	26.8571428571429	55.1428571428571	37.5	73.8	44.25	0	70	3	54.2142857142857	0.2	3.42857142857143	0
"ABCC10"	0	0.928571428571429	0	0.714285714285714	0	13.75	0	0	0	0	0	0	0
"AMOT"	0	0	0	0.214285714285714	0	0.75	54	0	0	0	0	85.4285714285714	0
"ADAMTS15"	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0	0
"BTG2"	0	56.7857142857143	0	83.7142857142857	0	0	18.0909090909091	249.923076923077	40.125	0	0	0	1.33333333333333
"BRCA1"	0	7.57142857142857	0	1.85714285714286	0.2	0	0	0.0769230769230769	12.375	0	0	0	0
"BHLHB9"	12.7777777777778	0.357142857142857	0	0.0714285714285714	0	11.75	0	21.0769230769231	0.1875	0	0	0	0
"ARPC3"	161	281.928571428571	119.714285714286	105.285714285714	130.1	77.75	299.272727272727	117.307692307692	192.5	90	206	84.1428571428571	78.3333333333333
"C11orf9"	15.8888888888889	0	70.8571428571429	12.2142857142857	0	1.875	0.0909090909090909	0	13.8125	4.5	1	0	0
"B3GNT1"	4	0	80.7142857142857	0	0	3.5	0	9.84615384615385	0	0	7.8	0	49
"BBS9"	20.4444444444444	0.0714285714285714	0	0	0	2.25	13	0	8.75	0	25.4	0	0
"AKIRIN1"	38.1111111111111	50.9285714285714	214.571428571429	28.4285714285714	0	26.5	0.454545454545455	19.5384615384615	16.75	0	63.8	34.1428571428571	78.6666666666667
"ANKRD35"	0	0	0	0	0	64.625	0	0	0	0	0	0	0
"ATP5G3"	241.333333333333	351.214285714286	264.428571428571	178.857142857143	310.9	66.25	199.454545454545	197.615384615385	305.5	94.2857142857143	219.4	263.428571428571	247
"B3GALT5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARF4"	196.888888888889	487.071428571429	250.714285714286	507.642857142857	284.5	400.375	289.909090909091	325.923076923077	209.625	303.285714285714	310	329.571428571429	143.333333333333
"BTBD6"	11.3333333333333	2.42857142857143	0	0	0	0	0	0	0.125	0	0	0	0
"ATG7"	13.8888888888889	1.14285714285714	0	25.7857142857143	1.8	0	0	0	3.5	0	0.4	0	0
"ATXN7L1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADSL"	20.8888888888889	143.785714285714	95.1428571428571	95.1428571428571	144.2	0	0.0909090909090909	41.9230769230769	68.375	48.1428571428571	32.6	0	137.666666666667
"C15orf38"	0	0	0	0	0	0	6.72727272727273	0	0	0	0	0	0
"ATG4C"	16.5555555555556	0	0	5.64285714285714	0	0	0	3.84615384615385	20.375	0	105	0	0
"ADAM7"	0	0	0	23	0	0	0	0	0	0	0	0	0
"ATP1A3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTG1"	609.111111111111	2325.28571428571	3145.85714285714	875.071428571429	1388.8	953.375	2006.27272727273	1186.92307692308	1257.75	1738.35714285714	1050.6	1832.42857142857	1877.33333333333
"APBB1"	42.2222222222222	0	0	0.357142857142857	0	0.375	0	0	0.375	0	0	0	0
"AMOTL1"	9.55555555555556	8.64285714285714	56.1428571428571	0.714285714285714	13.4	0	76.1818181818182	1	4.625	107.5	63.4	45.2857142857143	1.33333333333333
"ACVRL1"	0	0	0	0	41.5	0	127.636363636364	0	0.0625	0	0	6.14285714285714	0
"APOL2"	0	0	0	0	0	0	1.54545454545455	0	0.1875	0	0	0	0
"ATRNL1"	17.5555555555556	0.0714285714285714	0	0.285714285714286	0	0	0	17.0769230769231	0	0	0.4	0	0
"AKR7L"	0	0	0	0.0714285714285714	10.2	0	0	0.0769230769230769	0	0	0	0	0
"BAGE"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf26"	2.66666666666667	0	0	2.71428571428571	0	0	0	0	12.75	0	0	0	0
"BAIAP2L1"	0	3.07142857142857	0	0.5	0	0	0	0	11.5	0	0	0	0
"AP1B1P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCAT1"	0	60.5714285714286	0	63.4285714285714	0.6	107.375	0	52.5384615384615	0	107	0	31.2857142857143	0
"C10orf90"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKAP8"	0	1.5	0	8.35714285714286	95.4	0	1.27272727272727	1.30769230769231	25.625	0	0	0	0
"BTBD1"	0.777777777777778	5.07142857142857	4.14285714285714	0.214285714285714	17.6	0	0	0	16.8125	0.785714285714286	0.2	0.571428571428571	14.3333333333333
"C16orf3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AUTS2"	3.33333333333333	22.9285714285714	0	0	2	3.625	0.0909090909090909	6.61538461538461	16.75	6.71428571428571	0	25.1428571428571	0
"C12orf59"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGAP5"	0	0	0	0.0714285714285714	0	0	0	0.384615384615385	0.3125	0	0	0	0
"C10orf108"	0	0	0	0.357142857142857	2.7	0	0	0.307692307692308	0	0	0	0	0
"BCL2L11"	13.1111111111111	0	0	0	0	0	0	5.15384615384615	19.3125	0	0	0	0
"ALX4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS6"	3	0	0	4.92857142857143	0	0	3.72727272727273	15.3846153846154	20.5	0	0	5	35.3333333333333
"AP2M1"	28.6666666666667	107.357142857143	151.571428571429	39.2857142857143	188.4	46.75	157.454545454545	45.6923076923077	82	55.5714285714286	116.8	191.142857142857	48.6666666666667
"ARHGEF26"	0	0.142857142857143	0	4.5	0	0	54.8181818181818	0	10.75	14.7857142857143	0	34.7142857142857	77.6666666666667
"ANK2"	0	4.42857142857143	39	0	96.9	12.5	0	0	0	0	5.6	0.571428571428571	0
"C14orf21"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALOXE3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADRA1A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BTN2A3P"	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"ARGFXP2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf75"	192.777777777778	105.785714285714	0	40.7857142857143	0	0	50.7272727272727	27.7692307692308	32.1875	0	168.4	0	836.333333333333
"AGPAT2"	75.2222222222222	0	0	4.5	0	6	0	16.3846153846154	0.0625	0	0	0	0
"BRMS1L"	0	26.5	0	0	0	0	0	0	16.25	0	0	0	0
"ARMC12"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCC9"	0	0	1	0	8.1	25.75	0	0	0	16.0714285714286	0	51.4285714285714	247.666666666667
"BBS12"	33.4444444444444	0	0	33.5	0	0	32.1818181818182	0	0	0	0	6.28571428571429	0
"B3GAT1"	0	0	0	0	0	0	0	0.461538461538462	0.1875	0	0	0	0
"BBOX1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFAP1-AS1"	0	0	0	0	0	0	0	0	0.0625	0	0	0	2.66666666666667
"ABCB5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATHL1"	0	0	0	10.2142857142857	0	0	0	0	7.875	0	0	24.2857142857143	0
"ASTN2"	0.111111111111111	0	0	3.35714285714286	0	0	0	0	0	0	0	0	0
"C10orf71"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARFIP2"	2.44444444444444	35.3571428571429	0	13.7857142857143	39.3	0	0	6.92307692307692	29.4375	0	1.6	0.142857142857143	0
"C14orf169"	0	0	0	0.0714285714285714	0	0	0.636363636363636	0	0	0	0	0	0
"ATP6V1H"	37.5555555555556	77.5	146.142857142857	6.28571428571429	0	42.375	0	33.9230769230769	55.375	0.642857142857143	0	0	0
"ANO5"	4.66666666666667	1.71428571428571	0	6.42857142857143	0	0	0	0	2.5625	0	0	0	0
"C11orf70"	0.555555555555556	0	0	0	2.6	0	0	9.23076923076923	6.1875	0	57.8	0	0
"BMP5"	0	0	0	0	18.9	0	0	0	0	0	0	0	0
"AKR1B1"	111.888888888889	139.642857142857	0	5.92857142857143	50.8	139.875	67.0909090909091	34.6153846153846	50.9375	0	38.4	0	82.3333333333333
"ARHGEF2"	0	0	0	0	30.5	56.75	4.81818181818182	0	6.125	0	0	0	0
"AOX1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCLAF1"	144.777777777778	53	64.2857142857143	61.0714285714286	91.6	121.875	10.9090909090909	214	37.6875	59	162.4	123.428571428571	10.6666666666667
"ACD"	0	0	0	5.35714285714286	6.1	0	0	9.23076923076923	3.4375	0	0	0	20.3333333333333
"C10orf107"	15	0	0	0	0	0	0	0	0	3.78571428571429	0	0	0
"ARL8A"	0	0	0	0	3.2	0	1.72727272727273	0	0.8125	0.857142857142857	0	0.285714285714286	2
"ARNTL"	3.33333333333333	0	0	3.21428571428571	0	0	0	0	0	0	0.2	0	115
"ANKHD1"	0	12.5	0	10.9285714285714	0	0	0	0	12.6875	0	0.6	0.428571428571429	0
"ALDOA"	65.6666666666667	86.9285714285714	156.428571428571	263.357142857143	466.8	49.875	199.909090909091	210.615384615385	223.375	96.2857142857143	66.4	131.857142857143	278.666666666667
"ARL5C"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf49"	1.22222222222222	1.85714285714286	5.28571428571429	3.85714285714286	0.1	0	1.54545454545455	3.30769230769231	3.5625	1.57142857142857	2.8	2.14285714285714	3.66666666666667
"ADCY3"	0	0	5.14285714285714	5.85714285714286	9.5	6.125	0	0	0.875	12.7857142857143	0	10	0
"ALG11"	1	0	0	23.5714285714286	0	0	10	0	0	0	0	0	0
"ADAMTS12"	0	0	0	0	0	38.625	0	0	0	0	0	0.714285714285714	0
"ANKS1B"	0	8.35714285714286	0	0	0	28.875	0	0	0	0	326.8	0	0
"ANKRD44"	2.11111111111111	2.28571428571429	0	0	0	0	0.272727272727273	0	6.8125	26.7857142857143	0	10	0
"ATE1"	11.7777777777778	6	0	58.4285714285714	0	0	6	67	3.25	0	0	0	41.6666666666667
"ARHGEF15"	0	0	0	0	0	0	76	0	0	0	0	22.1428571428571	0
"ARRDC2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCYRN1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARSJ"	0	0	0	0	0	52.25	0	0	0	0	0	0	50
"ALS2CR11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AIMP1"	1	11.7857142857143	21	22.0714285714286	2.1	0	19.9090909090909	13.6923076923077	82.75	56.0714285714286	68.4	0	54
"ATP1B2"	2.33333333333333	0.785714285714286	13.7142857142857	0.0714285714285714	47.6	19.125	0	0.0769230769230769	0.5625	2.21428571428571	4	64	30
"C11orf20"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B4GALT5"	0	8.28571428571429	12.1428571428571	0.285714285714286	0	0	35.7272727272727	22.6923076923077	3.5	0	23.8	0	0
"AJAP1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOBEC3B"	0	0	0	17.6428571428571	0	0	0	0	19	0	0	85.4285714285714	0
"ATCAY"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf95"	7.77777777777778	0	39	0	0	0	28.7272727272727	0	0	0	0.2	0	0
"BLVRB"	9.11111111111111	99.5714285714286	55.5714285714286	29.1428571428571	36.6	1.75	0	0	35.5	16.6428571428571	5.2	0	0
"ADAMTS18"	0	0	0	0	1.1	0	0	0	0	0	34	0	43.6666666666667
"ADHFE1"	0	0	0	15.7142857142857	0	0	0	50.1538461538462	0	82.9285714285714	0	0	97.3333333333333
"ANP32B"	64	16.8571428571429	44.5714285714286	48.7142857142857	10.2	28.625	44	69.5384615384615	19.9375	98.2142857142857	5.4	55	36.6666666666667
"ADAM32"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AOC2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARL8B"	36.8888888888889	49.4285714285714	17.1428571428571	30.9285714285714	18.9	0	0	0	9.4375	67.2857142857143	3.4	132.857142857143	0
"AHCYL1"	24.1111111111111	133.857142857143	89.7142857142857	28.3571428571429	0.1	0	19.7272727272727	22.3076923076923	80.3125	78.7857142857143	97.4	42	39.3333333333333
"BAG4"	4.11111111111111	0.214285714285714	0	78.1428571428571	0	0	7.72727272727273	34.3076923076923	10.375	14.7142857142857	0	0	0
"ARHGEF18"	0	0	0	6.42857142857143	0	0	0	3.61538461538462	2.5625	0	0	21.1428571428571	0
"ALDH1B1"	5.22222222222222	7.21428571428571	68.4285714285714	0.642857142857143	0	0	0.0909090909090909	21.3846153846154	0	1.07142857142857	0.4	0	0
"ATP2B1"	120.555555555556	69.1428571428571	101.285714285714	85.9285714285714	0	80.75	7	16.5384615384615	7.75	124.714285714286	121.8	68.4285714285714	277.333333333333
"ANKRD45"	0	0.642857142857143	0	0	0	0	4.72727272727273	0	13.3125	0	0	0	0
"BSX"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AIFM1"	0	13.9285714285714	0	22.5714285714286	0	0	0	0	10.8125	0	105.8	0	0
"C14orf80"	0	0	0	1.5	0	0	0	0	0	0	0	0	0
"AP1B1"	0.111111111111111	0.714285714285714	0	7.64285714285714	0	0.25	23.1818181818182	10.1538461538462	18.5625	37.0714285714286	0.2	0	0
"BOK"	0	0	0	0	0	6.25	0	0	0	0	0	0	0
"ADA"	0	0	71.5714285714286	5.14285714285714	0	0	11.0909090909091	2.92307692307692	0	68.9285714285714	0	0	0
"ANKRD31"	0	0	0	0	0	0	0	0	9.875	0	0	0	0
"BARX1"	0	0	0	0	0	0	0	0	0	22.7857142857143	0	0	0
"ARMCX5"	25.4444444444444	3.21428571428571	0	13.3571428571429	0	0	0	8.46153846153846	11.6875	0	0	0	38.3333333333333
"ATF1"	0	10.7857142857143	0	9.57142857142857	0	0.125	0	11.6153846153846	0	0	0	23.1428571428571	0
"ANXA3"	0	0.428571428571429	0	2.64285714285714	6.8	0	0	14.4615384615385	69.5625	0	0	0	59.3333333333333
"AZGP1P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AEN"	16	0	0	2.42857142857143	0.6	0	0	0	0.375	0	0	0	0
"AQP8"	0	0	0	64.0714285714286	0	0	0.0909090909090909	26.0769230769231	0	0	0	0	0
"ALPK2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS20"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP5L2"	0	0	0	0.928571428571429	0	0	0	1.23076923076923	0	0	0	0	0
"ANGPTL4"	0	0	0	16.9285714285714	0	0	0	1.92307692307692	0	0	0	0	0
"ADSS"	48.7777777777778	0	44.2857142857143	0.0714285714285714	66.5	0	0	33.7692307692308	14.3125	0	47.4	1.85714285714286	0
"BCAS2"	13.7777777777778	32.5	55.4285714285714	58.2142857142857	54.1	47	30.8181818181818	93.6153846153846	18.25	0	54	11.8571428571429	14.6666666666667
"ACTBL2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf58"	0	0	0	0.0714285714285714	11	0	8.72727272727273	0	0.3125	9.35714285714286	1.4	0	38.3333333333333
"ALDH3A2"	5.77777777777778	44.5714285714286	113	10.3571428571429	3.3	2.375	0	42.2307692307692	1.0625	0	0	0	0
"BEST2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANP32C"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR3"	34.7777777777778	5.5	47.4285714285714	14.2857142857143	87.8	0	93.5454545454545	0	47.5625	16.1428571428571	0.8	3	36.3333333333333
"C10orf10"	38	51.1428571428571	0	0	31.7	0	103.818181818182	0	12	0	0	0	273.333333333333
"ARSG"	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0
"AAA1"	0	0.642857142857143	0	18.0714285714286	0	0	0	1.69230769230769	6.625	0	0	0	66.3333333333333
"ADAM20"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BEND6"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf108"	22.4444444444444	0	0	2.5	0	0	0	0	22.9375	2.35714285714286	0.4	0	0
"C11orf57"	94.7777777777778	9.5	0.142857142857143	2.5	0	42.125	10.3636363636364	50.2307692307692	0.0625	0	0	0	3.33333333333333
"ATAD2B"	0	10.8571428571429	35.7142857142857	6.07142857142857	0.4	0	3.45454545454545	6.84615384615385	11.8125	23.9285714285714	0	13.4285714285714	0
"ABHD14A-ACY1"	0	0	0	2.78571428571429	2.5	0	0	0.692307692307692	0	0	0	0	0
